Name,Artist,Spotify URI
WINDY SUMMER,Anri,
Remember Summer Days,Anri,
Omoideno Beach Club,Junichi Inagaki,
Futari No Natsu Monogatari Never Ending Summer,S.Kiyotaka & Omega Tribe,
Dang Dang Kininaru,NAKAMURA YUMA,
Let's Boyhunt,Seiko Matsuda,
Sotsugyou,Momoko Kikuchi,
Debut,Naoko Kawai,
Kita Wing,Akina Nakamori,
If I Have to Go Away,Jigsaw,
Changes,2Pac,
IT’S TRUE,CKay,
Tooriwa Mada,OZAKARENGE KEISUKE,
Ho Ba La La,Wanda De Sah,
Telefone,Wilson Simonal,
Desafinado,Stan Getz & João Gilberto,
Amor de Nada,Marcos Valle,
Manhã de Carnaval,Luiz Bonfá,
Tem dó de Mim,Carlos Lyra,
Corcovado,Antônio Carlos Jobim,
Vivo Sonhando,Walter Wanderley,
Silencio Do Amor,Luiz Bonfá,
O Que Eu Gosto De Você,Pery Ribeiro,
Palhaçada,Doris Monteiro,
In the Mood,Moacyr Marques,
Na Baixa do Sapateiro / Saudades da Bahia,Leny Andrade,
Ai Wa Fushigisa,Kome Kome Club,
Kimi Ga Irudakede,Kome Kome Club,
Dakishimetai,Kome Kome Club,
Ganso Sure Danse,Kome Kome Club,
Hitosuji Ni Narenai,Kome Kome Club,
Ai Shiteru,Kome Kome Club,
Funk Fujiyama,Kome Kome Club,
ANGEL EYES,Kenny Mason,
Trekking Song,Kirinji,
Soushun,Kirinji,
Goodday Goodbye,Kirinji,
Nora No Nizi,Kirinji,
Kiss from a Rose,Julia Hülsmann,
PSYCHO,B.I.G.JOE,
Blackberry Winter,Keith Jarrett,
Dear Grandma,Matt Carmichael,
I Have Dreamed,Peter Asplund & Aspiration,
Rainy Days and Mondays,Pat Metheny,
Song for Dad,"Stéphane Belmondo, Belmondo Quintet & Lionel Belmondo",
Gymnopédie No. 1: Var. 1,Jacques Loussier Trio,
All Ways Moving,Rob Luft,
Shake Dat Ass,Bossman Dlow,
The Biggest Pt. 2,Bossman Dlow,
Get In With Me,Bossman Dlow,
SportsCenter,Bossman Dlow,
Dlow Curry,Bossman Dlow,
Everything In Its Right Place,Radiohead,
everything i wanted,Billie Eilish,
Slumber Party,Ashnikko,
Potential,Summer Walker,
Just Might,Summer Walker & PARTYNEXTDOOR,
Smartwater,Summer Walker,
No Love,"Summer Walker, SZA & Cardi B",
prove it,21 Savage & Summer Walker,
Girls Need Love,Summer Walker & Drake,
Body,Summer Walker,
I'll Kill You,Summer Walker,
White Tee,Summer Walker & NO1-NOAH,
Settling,Summer Walker,
Toxic,Summer Walker,
Grave,Summer Walker,
Stretch You Out,Summer Walker,
Insane,Summer Walker,
SWV,Summer Walker & NO1-NOAH,
Come Thru,Summer Walker & USHER,
Good Good,"USHER, Summer Walker & 21 Savage",
Unloyal,Summer Walker & Ari Lennox,
Constant B******t,Summer Walker,
Better Thangs,Ciara & Summer Walker,
Reciprocate,Summer Walker,
Something Real,"Summer Walker, London On Da Track & Chris Brown",
KU LO SA - A COLORS SHOW,Oxlade,
I'm There,Summer Walker,
